file_name,link
https:__electronicintifada.net_content_mapping-palestinian-struggle_18071.html,https://electronicintifada.net/content/mapping-palestinian-struggle/18071
https:__electronicintifada.net_content_sex-and-desire-laid-bare-ramallah-exhibition_17826.html,https://electronicintifada.net/content/sex-and-desire-laid-bare-ramallah-exhibition/17826
https:__electronicintifada.net_content_west-banks-new-normal_17676.html,https://electronicintifada.net/content/west-banks-new-normal/17676
https:__electronicintifada.net_content_learning-palestine-through-shakespeare_17666.html,https://electronicintifada.net/content/learning-palestine-through-shakespeare/17666
https:__electronicintifada.net_content_horror-childhood-under-occupation_17631.html,https://electronicintifada.net/content/horror-childhood-under-occupation/17631
https:__electronicintifada.net_content_palestine-youth-orchestras-triumphant-uk-debut_17531.html,https://electronicintifada.net/content/palestine-youth-orchestras-triumphant-uk-debut/17531
https:__electronicintifada.net_content_wests-wreck-and-ruin-strategy-middle-east_17346.html,https://electronicintifada.net/content/wests-wreck-and-ruin-strategy-middle-east/17346
https:__electronicintifada.net_content_palestinian-writers-damning-dispatches-israel_17336.html,https://electronicintifada.net/content/palestinian-writers-damning-dispatches-israel/17336
https:__electronicintifada.net_content_vivid-reimagining-palestinian-symbols_17106.html,https://electronicintifada.net/content/vivid-reimagining-palestinian-symbols/17106
https:__electronicintifada.net_content_memory-home-and-belonging-curious-land_17021.html,https://electronicintifada.net/content/memory-home-and-belonging-curious-land/17021
https:__electronicintifada.net_content_remarkable-life-palestinian-struggle_16991.html,https://electronicintifada.net/content/remarkable-life-palestinian-struggle/16991
https:__electronicintifada.net_content_whats-behind-us-medias-special-relationship-israel_16951.html,https://electronicintifada.net/content/whats-behind-us-medias-special-relationship-israel/16951
https:__electronicintifada.net_content_music-floats-above-zionisms-barriers_16861.html,https://electronicintifada.net/content/music-floats-above-zionisms-barriers/16861
https:__electronicintifada.net_content_writing-about-palestines-tragedy_16846.html,https://electronicintifada.net/content/writing-about-palestines-tragedy/16846
https:__electronicintifada.net_content_can-anthropology-overcome-its-imperial-past_16821.html,https://electronicintifada.net/content/can-anthropology-overcome-its-imperial-past/16821
https:__electronicintifada.net_content_moving-forward-while-celebrating-palestinian-arts-past_16436.html,https://electronicintifada.net/content/moving-forward-while-celebrating-palestinian-arts-past/16436
https:__electronicintifada.net_content_can-man-pay-1000-his-death_16231.html,https://electronicintifada.net/content/can-man-pay-1000-his-death/16231
https:__electronicintifada.net_content_nizar-rohanas-fresh-new-flow_16156.html,https://electronicintifada.net/content/nizar-rohanas-fresh-new-flow/16156
https:__electronicintifada.net_content_women-west-bank-burn-road_16126.html,https://electronicintifada.net/content/women-west-bank-burn-road/16126
